Date,Team,Acquired,Relinquished,Notes
2022-08-06,Giants,,• Marcus McKethan,placed on ir with torn acl in right knee
2022-08-06,Saints,,• Jerald Hawkins,placed on ir with undisclosed injury
2022-08-07,Bears,,• Christian Albright,placed on ir with undisclosed injury
2022-08-07,Falcons,,• Vincent Taylor,placed on ir with torn achilles tendon
2022-08-08,Bears,,• C.J. Avery,placed on ir with undisclosed injury
2022-08-08,Commanders,,• Jequez Ezzard,placed on ir with undisclosed injury
2022-08-08,Jaguars,,• Nathan Cottrell,placed on ir with undisclosed injury
2022-08-08,Ravens,,• Vince Biegel,placed on ir with torn right achilles tendon
2022-08-09,Falcons,,• Bryce Rodgers,placed on ir with knee injury
2022-08-09,Saints,,• D'Marco Jackson,placed on ir with undisclosed injury (later identified as calf injury)
2022-08-09,Saints,,• Dylan Mabin,placed on ir with undisclosed injury
2022-08-09,Steelers,,• T.D. Moultry,placed on ir with undisclosed injury
2022-08-10,Broncos,,• Christopher Allen,placed on ir with foot injury
2022-08-10,Browns,,• Jakeem Grant,placed on ir with torn left achilles tendon
2022-08-10,Browns,,• Silas Kelly,placed on ir with undisclosed injury
2022-08-10,Chargers,,• Andrew Trainer,placed on ir with undisclosed injury
2022-08-10,Texans,,• Darius Anderson,placed on ir with dislocated knee
2022-08-10,Titans,,• Michael Griffin II,placed on ir with undisclosed injury
2022-08-11,49ers,,• Leon O'Neal Jr.,placed on ir with undisclosed injury
2022-08-11,Broncos,,• Tyreik Mcallister,placed on ir with undisclosed injury
2022-08-11,Jaguars,,• Jeremiah Ledbetter,placed on ir with undisclosed injury
2022-08-11,Packers,,• Osirus Mitchell,placed on ir with undisclosed injury
2022-08-11,Panthers,,• Jacob Tuioti-Mariner,placed on ir with undisclosed injury
2022-08-11,Saints,,• Bryce Thompson,placed on ir with undisclosed
2022-08-11,Steelers,,• Ulysees Gilbert III,placed on ir with undisclosed injury
2022-08-12,Eagles,,• Keric Wheatfall,placed on ir with undisclosed
2022-08-12,Panthers,,• Devin Jones,placed on ir with undisclosed
2022-08-12,Raiders,,• Cre'Von LeBlanc,placed on ir with undisclosed
2022-08-12,Steelers,,• Javon McKinley,placed on ir with undisclosed
2022-08-15,Bengals,,• Ben Brown (c),placed on ir with biceps injury
2022-08-15,Buccaneers,,• Kenjon Barner,placed on ir with ankle injury
2022-08-15,Dolphins,,• Trill Williams,placed on ir with torn acl in left knee
2022-08-15,Packers,,• Gabe Brkic,placed on ir with undisclosed
2022-08-15,Panthers,,• Kamal Martin,placed on ir with undisclosed
2022-08-15,Saints,,• Ethan Greenidge,placed on ir with undisclosed
2022-08-15,Seahawks,,• Cody Thompson,placed on ir with shoulder injury
2022-08-16,Bears,,• Doug Kramer,placed on ir with lisfranc injury
2022-08-16,Browns,,• Dawson Deaton,placed on ir with torn acl in knee
2022-08-16,Browns,,• Nick Harris (b),placed on ir with right knee injury
2022-08-16,Chargers,,• Forrest Merrill,placed on ir with undisclosed
2022-08-16,Chargers,,• Isaac Weaver,placed on ir with undisclosed
2022-08-16,Chiefs,,• Gary Jennings,placed on ir with undisclosed
2022-08-16,Commanders,,• Alex Armah,placed on ir with undisclosed
2022-08-16,Cowboys,,• Ryan Nall,placed on ir with shoulder injury
2022-08-16,Dolphins,,• Adam Shaheen,placed on ir with knee injury
2022-08-16,Falcons,,• Cornell Armstrong,placed on ir with undisclosed
2022-08-16,Jaguars,,• Elliott Fry,placed on ir
2022-08-16,Jets,,• Mekhi Becton,placed on ir with avulsion fracture of right kneecap
2022-08-16,Packers,,• Cole Schneider,placed on ir with undisclosed
2022-08-16,Packers,,• Donte Vaughn,placed on ir with undisclosed
2022-08-16,Patriots,,• Joejuan Williams,placed on ir with shoulder injury
2022-08-16,Patriots,,• Malcolm Butler,placed on ir with hip injury
2022-08-16,Ravens,,• Trent Harris,placed on ir with undisclosed
2022-08-16,Saints,,• Isaiah Pryor,placed on ir with undisclosed
2022-08-16,Saints,,• Jordan Brown,placed on ir with undisclosed
2022-08-16,Steelers,,• Anthony Miller (b. 1994-10-09),placed on ir with shoulder injury
2022-08-16,Steelers,,• Karl Joseph,placed on ir with ankle injury
2022-08-16,Steelers,,• Tuzar Skipper,placed on ir with undisclosed
2022-08-16,Washington,,• Sammis Reyes / Sammie Reyes,placed on ir with hamstring injury
2022-08-17,Bears,,• Javin White,placed on ir with undisclosed
2022-08-17,Bears,,• Jayson Stanley,placed on ir with undisclosed
2022-08-17,Bears,,• Michael Joseph,placed on ir with undisclosed
2022-08-17,Browns,,• Elijah Nkansah,placed on ir with undisclosed
2022-08-17,Buccaneers,,• Joe Ozougwu / JoJo Ozougwu,placed on ir with undisclosed
2022-08-17,Buccaneers,,• Jonathan Hubbard,placed on ir with undisclosed
2022-08-17,Cowboys,,• Ian Bunting,placed on ir with neck injury
2022-08-17,Cowboys,,• Kyron Brown,placed on ir with undisclosed
2022-08-17,Cowboys,,• Ty Fryfogle,placed on ir with hamstring injury
2022-08-17,Dolphins,,• Tino Ellis,placed on ir with undisclosed
2022-08-17,Eagles,,• Jared Mayden,placed on ir with undisclosed
2022-08-17,Eagles,,• Jimmy Moreland,placed on ir with undisclosed
2022-08-17,Eagles,,• Lance Lenoir,placed on ir with undisclosed
2022-08-17,Giants,,• Austin Proehl,placed on ir with undisclosed
2022-08-17,Lions,,• Brady Breeze,placed on ir with undisclosed
2022-08-17,Packers,,• Dominique Dafney,placed on ir with undisclosed
2022-08-17,Rams,,• Warren Jackson,placed on ir with undisclosed
2022-08-17,Saints,,• Jaleel Johnson,placed on ir with undisclosed
2022-08-17,Vikings,,• Thomas Hennigan,placed on ir with undisclosed injury
2022-08-17,Vikings,,• Tyarise Stevenson,placed on ir with undisclosed
2022-08-18,Colts,,• Andrew Ogletree,placed on ir with torn acl in right knee
2022-08-18,Packers,,• Malik Taylor,placed on ir with shoulder injury
2022-08-19,Giants,,• Robert Foster,placed on ir with hamstring injury
2022-08-19,Saints,,• Forrest Lamp,placed on ir with undisclosed injury
2022-08-19,Saints,,• Sage Doxtater,placed on ir with undisclosed
2022-08-19,Steelers,,• Master Teague III,placed on ir with undisclosed
2022-08-21,Bears,,• David Moore (b. 1995-01-15),placed on ir with lower leg injury
2022-08-21,Commanders,,• Olubunmi Rotimi / Bunmi Rotimi,placed on ir with fractured foot
2022-08-21,Raiders,,• Jordan Jenkins,placed on ir with torn acl in right knee
2022-08-21,Rams,,• J.J. Koski,placed on ir with undisclosed
2022-08-21,Texans,,• Chester Rogers,placed on ir with ankle injury
2022-08-22,Buccaneers,,• Aaron Stinnie,"placed on ir with torn acl, mcl in left knee"
2022-08-22,Buccaneers,,• Cam Gill,placed on ir with lisfranc injury in foot
2022-08-22,Commanders,,• Eli Wolf,placed on ir with undisclosed injury
2022-08-23,49ers,,• Austin Mack,placed on ir with undisclosed
2022-08-23,49ers,,• Kalia Davis,placed on ir / reserve/non football injury list with knee injury
2022-08-23,Broncos,,• Marquiss Spencer,placed on ir with undisclosed
2022-08-23,Chargers,,• Stone Smartt,placed on ir / reserve/non football injury list
2022-08-23,Chiefs,,• Derrick Gore,placed on ir with fractured thumb
2022-08-23,Commanders,,• Nathan Gerry / Nate Gerry,placed on ir with undisclosed
2022-08-23,Commanders,,• Tyler Larsen,placed on ir / reserve/physically unable to perform list with achilles injury
2022-08-23,Cowboys,,• Jeremy Sprinkle,placed on ir with achilles injury
2022-08-23,Dolphins,,• John Lovett (b. 1996-04-25),placed on ir with undisclosed
2022-08-23,Dolphins,,• Mackensie Alexander,placed on ir with groin injury
2022-08-23,Giants,,• Andre Miller / Dre Miller,placed on ir with forearm injury
2022-08-23,Giants,,• Darrian Beavers,placed on ir with torn acl in right knee
2022-08-23,Giants,,• Ricky Seals-Jones,placed on ir with toe injury
2022-08-23,Lions,,• Jameson Williams,placed on ir / non-football injury liust with torn acl in left knee
2022-08-23,Lions,,• Joshua Paschal / Josh Paschal,placed on ir / physically unable to perform list with surgery to repair sports hernia
2022-08-23,Panthers,,• Duke Dawson,placed on ir with groin injury
2022-08-23,Panthers,,• Khalan Tolson,placed on ir with undisclosed
2022-08-23,Panthers,,• Matt Corral,placed on ir with lisfranc injury in left foot
2022-08-23,Patriots,,• Andrew Stueber,placed on ir / reserve/non-football injury list
2022-08-23,Patriots,,• Ronnie Perkins,placed on ir with undisclosed
2022-08-23,Saints,,• Kevin White (Romone),placed on ir with undisclosed
2022-08-23,Texans,,• John Metchie III,placed on ir / reserve/non football injury list with acute promyelocytic leukemia
2022-08-23,Titans,,• Shakur Brown,placed on ir
2022-08-23,Vikings,,• Jullian Taylor,placed on ir with undisclosed
2022-08-24,49ers,,• Sam Schlueter,placed on ir with undisclosed
2022-08-24,Broncos,,• Casey Tucker,placed on ir with dislocated toe
2022-08-24,Buccaneers,,• Johnathan Howard / Bug Howard,placed on ir with undisclosed
2022-08-24,Cardinals,,• Darrell Baker Jr.,placed on ir with undisclosed
2022-08-24,Chargers,,• Damon Lloyd,placed on ir with undisclosed
2022-08-24,Chargers,,• Tevaughn Campbell,placed on ir with undisclosed
2022-08-24,Chargers,,• Ty Shelby,placed on ir with undisclosed
2022-08-24,Cowboys,,• Christian Sam,placed on ir with undisclosed
2022-08-24,Falcons,,• Jalen Dalton,placed on ir with undisclosed
2022-08-24,Giants,,• Colin Johnson,placed on ir
2022-08-24,Giants,,• Collin Johnson,placed on ir with torn right achilles tendon
2022-08-24,Giants,,• Marcus Kemp,placed on ir with hamstring injury
2022-08-24,Packers,,• Danny Davis,placed on ir with undisclosed
2022-08-24,Packers,,• Vernon Scott,placed on ir with shoulder injury
2022-08-24,Packers,,• waived,placed on ir
2022-08-24,Ravens,,• Slade Bolden,placed on ir with undisclosed
2022-08-26,Broncos,,• Barrington Wade,placed on ir
2022-08-26,Buccaneers,,• Cyril Grayson,placed on ir
2022-08-28,Raiders,,• Brandon Parker,placed on ir with triceps injury
2022-08-28,Raiders,,• Tae Davis (Marquez),placed on ir with undisclosed injury
2022-08-28,Raiders,,• Tyler Lancaster,placed on ir with undisclosed injury
2022-08-29,Browns,,• Chris Odom,placed on ir with torn acl in left knee
2022-08-29,Dolphins,,• Calvin Munson,placed on ir with undisclosed injury
2022-08-29,Vikings,,• Olabisi Johnson,placed on ir with torn acl in left knee
2022-08-29,Vikings,,• T.Y. McGill,placed on ir with ankle injury
2022-08-30,Bears,,• Tavon Young,placed on ir with leg injury
2022-08-30,Broncos,,• Brandon Johnson (b. 1998-07-26),placed on ir with ankle injury
2022-08-30,Buccaneers,,• Rashard Robinson,placed on ir with undisclosed injury
2022-08-30,Cardinals,,• Marquis Hayes,placed on ir with undisclosed injury
2022-08-30,Colts,,• Armani Watts,placed on ir with ankle injury
2022-08-30,Colts,,• Rigoberto Sanchez,placed on ir with torn achilles tendon
2022-08-30,Commanders,,• Josh Drayden,placed on ir with undisclosed injury
2022-08-30,Commanders,,• Keith Ismael,placed on ir with undisclosed injury
2022-08-30,Commanders,,• Willie Beavers,placed on ir with undisclosed injury
2022-08-30,Dolphins,,• Brennan Scarlett,placed on ir with knee injury
2022-08-30,Eagles,,• Greg Ward,placed on ir with undisclosed injury
2022-08-30,Jets,,• Nick Bawden,placed on ir with undisclosed injury
2022-08-30,Panthers,,• Julian Stanford,placed on ir with undisclosed injury
2022-08-30,Panthers,,• Zane Gonzalez,placed on ir with groin injury
2022-08-30,Patriots,,• Henry Anderson (Wyatt),placed on ir with undisclosed injury
2022-08-30,Patriots,,• Kristian Wilkerson,placed on ir with undisclosed injury
2022-08-30,Raiders,,• Jacob Hollister,placed on ir with undisclosed injury
2022-08-30,Rams,,• Logan Bruss,placed on ir with undisclosed injury
2022-08-30,Saints,,• Albert Huggins,placed on ir with leg injury
2022-08-30,Seahawks,,• Tyreke Smith,placed on ir with undisclosed injury
2022-08-30,Texans,,• Derek Rivers,placed on ir with undisclosed injury
2022-08-31,Bengals,,• Desmond Noel,placed on ir with undisclosed injury
2022-08-31,Bengals,,• Lamont Gaillard,placed on ir with undisclosed injury
2022-08-31,Broncos,,• Donnie Lewis Jr.,placed on ir with undisclosed injury
2022-08-31,Browns,,• Lavert Hill,placed on ir with undisclosed injury
2022-08-31,Buccaneers,,• Elijah Ponder,placed on ir with undisclosed injury
2022-08-31,Cardinals,,• Chris Pierce,placed on ir with undisclosed injury
2022-08-31,Cardinals,,• Greg Long (b. 1997-06-21),placed on ir with undisclosed injury
2022-08-31,Cardinals,,• Joshua Miles / Josh Miles,placed on ir with undisclosed injury
2022-08-31,Cardinals,,• Tae Daley,placed on ir with undisclosed injury
2022-08-31,Chiefs,,• Matt Bushman,placed on ir with undisclosed injury
2022-08-31,Cowboys,,• Aaron Shampklin,placed on ir with undisclosed injury
2022-08-31,Cowboys,,• Isaac Taylor-Stuart,placed on ir with undisclosed injury
2022-08-31,Dolphins,,• D'Angelo Ross,placed on ir with undisclosed injury
2022-08-31,Dolphins,,• Darius Hodge,placed on ir with undisclosed injury
2022-08-31,Eagles,,• Kobe Smith,placed on ir with undisclosed injury
2022-08-31,Falcons,,• Dorian Etheridge,placed on ir with undisclosed injury
2022-08-31,Falcons,,• John Raine,placed on ir with undisclosed injury
2022-08-31,Jaguars,,• Raequan Williams,placed on ir with undisclosed injury
2022-08-31,Jaguars,,• Willie Johnson (b),placed on ir with undisclosed injury
2022-08-31,Lions,,• C.J. Moore,placed on ir with undisclosed injury
2022-08-31,Lions,,• Eric Banks,placed on ir with undisclosed injury
2022-08-31,Lions,,• Jashon Cornell,placed on ir with undisclosed injury
2022-08-31,Lions,,• Kevin Jarvis,placed on ir with undisclosed injury
2022-08-31,Lions,,• Trinity Benson,placed on ir with undisclosed injury
2022-08-31,Packers,,• Akial Byers,placed on ir with undisclosed injury
2022-08-31,Packers,,• Alize Mack,placed on ir with undisclosed injury
2022-08-31,Packers,,• Innis Gaines,placed on ir with undisclosed injury
2022-08-31,Packers,,• Ishmael Hyman,placed on ir with undisclosed injury
2022-08-31,Packers,,• Nate Becker,placed on ir with undisclosed injury
2022-08-31,Packers,,• Shawn Davis (b. 1997-12-24),placed on ir with undisclosed injury
2022-08-31,Panthers,,• Isaiah Graham-Mobley,placed on ir with undisclosed injury
2022-08-31,Panthers,,• Spencer Brown (b. 1998-11-13),placed on ir with undisclosed injury
2022-08-31,Rams,,• Tyler Hall,placed on ir with undisclosed injury
2022-08-31,Ravens,,• Aaron Crawford,placed on ir with undisclosed injury
2022-08-31,Ravens,,• Daelin Hayes,placed on ir with undisclosed injury
2022-08-31,Ravens,,• Shemar Bridges,placed on ir with undisclosed injury
2022-08-31,Seahawks,,• John Reid,placed on ir with groin injury
2022-08-31,Seahawks,,• Josh Johnson (a),placed on ir with undisclosed injury
2022-08-31,Steelers,,• Carlins Platel,placed on ir with undisclosed injury
2022-08-31,Texans,,• Kendall Sheffield,placed on ir with undisclosed injury
2022-08-31,Titans,,• Tommy Hudson,placed on ir with undisclosed injury
2022-08-31,Bears,,• Tajae Sharpe,placed on ir with rib injury
2022-09-01,49ers,,• Curtis Robinson,placed on ir with high ankle sprain
2022-09-01,49ers,,• Jimmie Ward,placed on ir with hamstring injury
2022-09-01,Bears,,• N'Keal Harry,placed on ir recovering from tightrope surgery on ankle
2022-09-01,Bengals,,• Cam Taylor-Britt,placed on ir with abdominal injury
2022-09-01,Bengals,,• Khalid Kareem,placed on ir with hamstring injury
2022-09-01,Bills,,• Marquez Stevenson,placed on ir with surgery on foot
2022-09-01,Broncos,,• Greg Dulcich,placed on ir with hamstring injury
2022-09-01,Broncos,,• Michael Ojemudia,placed on ir with elbow injury
2022-09-01,Buccaneers,,• Ryan Jensen,placed on ir with left knee injury
2022-09-01,Cardinals,,• Antoine Wesley,placed on ir with groin injury
